Cliente;Sito;Citta;DALLE_M;ALLE_M;DALLE_P;ALLE_P;0;1;2;3;4;5;Indirizzo_sito
S,P,A,L, SRL;sede op, CENTRO SPORTIVO G,FABBRI;FERRARA;;;;;x;x;x;x;x;;VIA COPPARO 138/154 , FERRARA 44123 , FE
S,P,A,L, SRL;SEDE OP, STADIO;FERRARA;;;;;x;x;x;x;x;;CORSO PIAVE , FERRARA 44121 , FE
S,P,A,L, SRL;SEDE OP, CAMPO SPORTIVO VIGARANO M,;VIGARANO MAINARDA;;;;;x;x;x;x;x;;CAMPO SPORTIVO , VIGARANO MAINARDA 44049 , FE
S,P,A,L, SRL;SEDE OP, CAMPO SPORTIVO BAURA;BAURA;;;;;x;x;x;x;x;;CAMPO SPORTIVO , BAURA 44123 , FE
S,P,S, SRL;sede op, S,P,S, - CESARE DIANA;FERRARA;;;;;x;x;x;x;x;;VIA CESARE DIANA 21 , FERRARA 44121 , FE
S,P,S, SRL;sede op, S,P,S, - MELCHIORRE GIOIA;FERRARA;;;;;x;x;x;x;x;;VIA MELCHIORRE GIOIA 24 , FERRARA 44124 , FE
SALDOTECNICA BUSAN SRL;sede op,;CASALECCHIO DI RENO;;;;;x;x;x;x;x;;VIA FRATELLI BANDIERA 6 , CASALECCHIO DI RENO 40033 , BO
SALUMIFICIO ZIRONI & C, SRL;sede legale;MIGLIARINO;;;;;x;x;x;x;x;x;VIA ROMA 72/74 , MIGLIARINO 44027 , FE
SAMARITANI BARBARA;Sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA MELCHIORRE FARDELLA 14 , FERRARA 44124 , FE
SARMET SRL;sede legale;POGGIO RENATICO;;;;;x;x;x;x;x;;VIA CIRCONVALLAZIONE LAMBERTINI , POGGIO RENATICO 44028 , FE
SCAGLIONI CECILIA;Sede;PONTELAGOSCURO;;;;;x;x;x;x;x;x;CORSO DEL POPOLO 150 , PONTELAGOSCURO 44123 , FE
SCUOLA D\'INFANZIA M,IMMACOLATA;sede legale;FERRARA;;;;;x;x;x;x;x;;PIAZZALE PALESTINA 9 , FERRARA 44123 , FE
SCUOLA MATERNA C,I,F,;sede op, ISABELLA D\'ESTE;FERRARA;;;;;x;x;x;x;x;;VIA ISABELLA D\'ESTE 22 , FERRARA 44121 , FE
SCUOLA MATERNA C,I,F,;sede op, ARGINONE;FERRARA;;;;;x;x;x;x;x;;VIA ARGINONE 177 , FERRARA 44122 , FE
SCUOLA MATERNA DON GIOVANNI MINZONI;sede legale;ARGENTA;;;;;x;x;x;x;x;;VIA 14 GIUGNO 1859, 8 , ARGENTA 44011 , FE
SECCHIERI TOMMASO;Sede legale;BAURA;;;;;x;x;x;x;x;x;VIA PONTE FERRIANI 52 , BAURA 44123 , FE
SEMKU TETYANA PERBACCO CAFFE\';Sede;FERRARA;;;;;x;x;x;x;x;;VIA BERSAGLIERI DEL PO 13 , FERRARA 44121 , FE
SERENA SOC, COOP SOCIALE ONLUS;sede op, CASA PROTETTA DOTT, A,CAPATTI;SERRAVALLE;14.00;;;;x;x;x;x;x;;VIA CAPATTI 31 , SERRAVALLE 44030 , FE
SERENA SOC, COOP SOCIALE ONLUS;sede op, MONESTIROLO S,S,VINCENZO E ANASTASIO;MONESTIROLO;;;;;x;x;x;x;x;;VIA DEI PRATI 16 , MONESTIROLO 44124 , FE
SERENA SOC, COOP SOCIALE ONLUS;sede op, FRANCOLINO BEATA M,CHIARA NANETTI;FRANCOLINO;;;;;x;x;x;x;x;;VIA DEI CALZOLAI 659 , FRANCOLINO 44123 , FE
SERENA SOC, COOP SOCIALE ONLUS;Sede legale;FERRARA;;;;;x;x;x;x;x;;VIA MAESTRI DEL LAVORO 5 , FERRARA 44122 , FE
SERENA SOC, COOP SOCIALE ONLUS;sede op, BOSCHETTO-CENTRO DIURNO-CSRD LA GINESTRA;FERRARA;;;;;x;x;x;x;x;;VIA BOSCHETTO 26 , FERRARA 44124 , FE
SERENA SOC, COOP SOCIALE ONLUS;sede op, SCUOLA MATERNA SCORTICHINO SANT\'EURASIA;SCORTICHINO;;;;;x;x;x;x;x;;VIA PROVINCIALE 165 , SCORTICHINO 44012 , FE
SERENA SOC, COOP SOCIALE ONLUS;sede op, CASA DI RIPOSO BETLEM;FERRARA;;;;;x;x;x;x;x;;VIA G, FABBRI 469 , FERRARA 44123 , FE
SERENA SOC, COOP SOCIALE ONLUS;sede op, BONDENO;BONDENO;;;;;x;x;x;x;x;;VIA CARDUCCI, 8 , BONDENO 44012 , FE
SERENA SOC, COOP SOCIALE ONLUS;sede op, SAN MARTINO;SAN MARTINO - CITTA\' 5;;;;;x;x;x;x;x;;VIA CHIESA 249 , SAN MARTINO - CITTA\' 5 44124 , FE
SERGROUP SRL;sede legale;POLESELLA;;;;;x;x;x;x;x;;VIA G, TASSO 253 , POLESELLA 45038 , RO
SERIZ di Secchiero Alberto & c, s,a,s,;Sede Legale;FRASSINELLE POLESINE;;;;;x;x;x;x;x;;VIA CAVOUR 2525/37 , FRASSINELLE POLESINE 45030 , RO
SICURA S,P,A,;sede op, VIA GESSI;FERRARA;;;;;x;x;x;x;x;;VIA ROMOLO GESSI 5 , FERRARA 44124 , FE
SIET SERVICE SRL;sede legale;VOGHIERA;;;;;x;x;x;x;x;;VIA LORENZO BANDINI 6 , VOGHIERA 44019 , FE
SIMET IMPREGNAZIONE SRL;sede op, VIA BOTTEGO;FERRARA;;;;;x;x;x;x;x;;VIA BOTTEGO 12 , FERRARA 44124 , FE
SINTEXCAL SPA;sede op, VIA FINATI 49;FERRARA;;;;;x;x;x;x;x;;VIA G,FINATI 49 , FERRARA 44124 , FE
SOC,AGR,STELLA S,S,;SEDE LEGALE/OPERATIVA;COPPARO;;;;;x;x;x;x;x;;VIA ZENZALINO 53 , COPPARO 44034 , FE
SOCIETA\' AGRICOLA CA\' BIANCHINA SRL;Sede;VIGARANO MAINARDA;;;;;x;x;x;x;x;;VIA FRATTINA 50 , VIGARANO MAINARDA 44049 , FE
SOCIETA\' AGRICOLA DEL DOTTOR FEDERICO FUGAROLI S,S,;sede op, VIA DELL\'UNIONE 210;BAURA;;;;;x;x;x;x;x;;VIA DELL\'UNIONE 210 , BAURA 44123 , FE
SOCIETA\' AGRICOLA LE CORTI s,r,l,;sede op, ALLEVAMENTO DI MINERBIO;MINERBIO;;;;;x;x;x;x;x;;VIA NUOVA INFERIORE 2/B , MINERBIO 40061 , BOLOGNA
SOCIETA\' AGRICOLA NICOLI ROMANO EREDI S,S, DI NICOLI P, & C,;sede legale;CORLO - COPPARO;;;;;x;x;x;x;x;;VIA COPPARO 521 , CORLO - COPPARO 44123 , FE
SOCIETA\' AGRICOLA PASCOLONE SRL;SEDE OP, CENTRALE BIOGAS;FERRARA;;;;;x;x;x;x;x;;VIA PASCOLONE 14 , FERRARA 44123 , FE
SOCIETA\' AGRICOLA SACCONA S,S,;sede op, VIA SACCONA;SETTEPOLESINI;;;;;x;x;x;x;x;;VIA SACCONA 169 , SETTEPOLESINI 44012 , FE
SOCIETA\' AGRICOLA VAL TESTA SS;Sede legale;BANDO;;;;;x;x;x;x;x;;VIA VAL DI TESTA 1 , BANDO 44011 , FE
SOCIETA’ AGRICOLA ARGINI DI COLOMBARINI LUCA & C, S,S,;sede op, MEZZANO;MEZZANO;;;;;x;x;x;x;x;;VIA ARGINI 25 , MEZZANO 48123 , RA
SOCOGAS RETE SRL;sede op, MONESTIROLO;MONESTIROLO;;;;;x;x;x;x;x;x;S,S, ADRIATICA 16, 96 , MONESTIROLO 44124 , FE
SOELIA S,p,A,;sede op, VIA PIRANDELLO 27;SANTA MARIA DI CODIFIUME;;;;;;;;;;;VIA PIRANDELLO 27 , SANTA MARIA DI CODIFIUME 44048 , FE
SOELIA S,p,A,;sede op, CENTRO OPERATIVO;ARGENTA;;;;;;;;;;;VIA PIOPPA STORTA, 4/A , ARGENTA 44011 , FE
SOELIA S,p,A,;sede op, SCUOLA SECONDARIA DI I GRADO G,B, ALEOTTI;ARGENTA;;;;;;;;;;;VIA XVIII APRILE, 2/A , ARGENTA 44011 , FE
SOELIA S,p,A,;sede op, SCUOLA PRIMARIA MARIA FOSCARI;LONGASTRINO;;;;;;;;;;;VIA ANTONIO GRAMSCI, 4 , LONGASTRINO 48011 , RA
SOELIA S,p,A,;sede op, SCUOLA DELL\'INFANZIA GIOTTO DI BINDONE;LONGASTRINO;;;;;;;;;;;VIA XI APRILE 1945, 8/A , LONGASTRINO 44014 , FE
SOELIA S,p,A,;sede op, SCUOLA PRIMARIA GUERRIERO SOFFIATTI;FILO;;;;;;;;;;;VIA II RISORGIMENTO, 1 , FILO 44010 , FE
SOELIA S,p,A,;sede op, SCUOLA DELL\'INFANZIA GUERRIERO SOFFIATTI;FILO;;;;;;;;;;;VIA OCA PISANA 2 , FILO 44010 , FE
SOELIA S,p,A,;sede op, SCUOLA PRIMARIA LAURA COBIANCHI;SAN BIAGIO;;;;;;;;;;;VIA CHIESA 28 , SAN BIAGIO 44016 , FE
SOELIA S,p,A,;sede op, SCUOLA INFANZIA OSPITALE;OSPITAL MONACALE;;;;;;;;;;;VIA ZENZALINO, 227 , OSPITAL MONACALE 44011 , FE
SOELIA S,p,A,;sede op, SCUOLA PRIMARIA SANTA MARIA CODIFIUME;SANTA MARIA CODIFIUME;;;;;;;;;;;VIA LEOPARDI, 27 , SANTA MARIA CODIFIUME 44048 , FE
SOELIA S,p,A,;sede op, SCUOLA MEDIA ELEONORA GAMBERONI;SANTA MARIA CODIFIUME;;;;;;;;;;;VIA GIACOMO LEOPARDI 2 , SANTA MARIA CODIFIUME 44048 , FE
SOELIA S,p,A,;sede op, SCUOLA PRIMARIA GIULIO PAZZI;SAN NICOLO\';;;;;;;;;;;VIA FERRUCCIO ARRI, 8/A , SAN NICOLO\' 44048 , FE
SOELIA S,p,A,;sede op, SCUOLA PRIMARIA ALZIRDO SALVATORI;CONSANDOLO;;;;;;;;;;;VIA ALZIRDO SALVATORI, 11 , CONSANDOLO 44011 , FE
SOELIA S,p,A,;sede op, SCUOLA MEDIA DI CONSANDOLO;CONSANDOLO;;;;;;;;;;;VIA ALZIRDO SALVATORI, 2 , CONSANDOLO 44011 , FE
SOELIA S,p,A,;sede op, SCUOLA D\'INFANZIA BRUNO MUNARI;ARGENTA;;;;;;;;;;;VIA MATTEOTTI 22/A , ARGENTA 44015 , FE
SOELIA S,p,A,;sede op, SCUOLA PRIMARIA DON MINZONI;ARGENTA;;;;;;;;;;;VIA XVIII APRILE, 2/A , ARGENTA 44011 , FE
SOELIA S,p,A,;sede legale, SOELIA S,p,A,;ARGENTA;;;;;;;;;;;VIA P, VIANNELLI 1 , ARGENTA 44011 , FE
SOL, EDIL S,R,L,;sede op, ROMOLO GESSI;FERRARA;;;;;;;;;x;;VIA ROMOLO GESSI 8 , FERRARA 44124 , FE
SOLE MARE SOC,COOP, SOCIALE;sede op, RDM - DISCARICA CRISPA;JOLANDA DI SAVOIA;;;;;x;x;x;x;x;;VIA GRAN LINEA 1/A , JOLANDA DI SAVOIA 44037 , FE
SOMBRERO DI BERSANETTI LUISA & C, - S,N,C,;sede legale;COCOMARO DI CONA;;;;;x;;x;x;x;;VIA COMACCHIO 364 , COCOMARO DI CONA 44124 , FE
SORA NICOLETTA;sede legale;VIGARANO MAINARDA;;;;;x;x;x;x;x;x;VIA CORONELLA 44 , VIGARANO MAINARDA 44049 , FE
SORGENIA BIOENERGIE SPA;sede legale;ARGENTA;;;;;x;x;x;x;x;x;VIA VAL D\'ALBERO 73/B , ARGENTA 44011 , FE
SORRISO SAS DI ALESSANDRO CEVININI & C,;sede legale;PORTOMAGGIORE;;;;;;;;;;x;VARIANTE SS 16 ADRIATICA KM 97 S,N, , PORTOMAGGIORE 44015 , FE
SORTINI FRANCO E MARCO S,R,L,;Sede;FERRARA;;;;;x;x;x;x;x;;VIA DEI CALZOLAI 134 , FERRARA 44123 , FE
STEFANI ALESSANDRA;sede legale;GUALDO;;;;;x;x;x;x;x;x;VIA GIUSEPPE DIOLI 2 ANGOLO VIA F,LLI NAVARRA 8 , GUALDO 44019 , FE
SUONO E IMMAGINE SRL;sede legale;FRANCOLINO;;;;;x;x;x;x;x;;VIA ACQUEDOTTO 108 , FRANCOLINO 44123 , FE
SUPERCONDOMINIO BORGO LE MURA-RIMESSI;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA CARETTI 31/35 , FERRARA 44123 , FE
TAMPIERI ROBERTO;Sede;FERRARA;;;;;x;x;x;x;x;x;VIA FURIO MINGOZZI 8/A , FERRARA 44124 , FE
TAROPOL SRL;Sede op, P,LE DONEGANI;FERRARA;;;;;x;x;x;x;x;;P,LE DONEGANI , FERRARA 44124 , FE
TECHOVO SRL;SEDE OP, VIA COSTA;MONTESANTO;;;;;x;x;x;x;x;;VIA COSTA 14 , MONTESANTO 44019 , FE
TEMPERINI VANNI;Sede;PONTELAGOSCURO;;;;;x;x;x;x;x;x;VIA BASTAROLO 3 , PONTELAGOSCURO 44123 , FE
TENANI REMO;Sede legale;PONTE ARZANA;;;;;x;x;x;x;x;x;STRADA GAMBULAGA 9/C , PONTE ARZANA 44020 , FE
THE BEGIN S,R,L,;Sede op, HOTEL FERRARA;FERRARA;;;;;x;x;x;x;x;;LARGO CASTELLO 36 , FERRARA 44121 , FE
THE UP & UP SRLS;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA CARLO MAYR 13 , FERRARA 44121 , FE
TOURGARDA SRL;sede op, QUARTESANA;QUARTESANA;;;;;x;x;x;x;x;;VIA GUALDO 11 , QUARTESANA 44124 , FE
TRAVAGLI ANGELA;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA X MARTIRI 225 , FERRARA 44124 , FE
TRAVAGLI NADIA;Sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA ARGINONE 130/A , FERRARA 44122 , FE
TUMAINI SILVIA;sede legale;BOARA - CITTA\' 1;;;;;x;x;x;x;x;x;VIA DELLA SBARRA 17/B , BOARA - CITTA\' 1 44123 , FE
TUROLA FIORENZA;VIA DARSENA 154;FERRARA;;;;;x;x;x;x;x;x;VIA CONTRARI 16 , FERRARA 44121 , FE
UFFICIO TERRITORIALE DEL GOVERNO DI FERRARA;sede legale;FERRARA;;;;;x;x;x;x;x;;CORSO ERCOLE I D\'ESTE 16 , FERRARA 44121 , FE
UGATTI ANGELA;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA POMPOSA 309B , FERRARA 44123 , FE
UN MONDO DI GIOIA SOC COOP SOCIALE;Sede op, TRESIGALLO;TRESIGALLO;;;;;x;x;x;x;x;;VIA VITTORIA 3 , TRESIGALLO 44049 , FE
UN MONDO DI GIOIA SOC COOP SOCIALE;Sede op, FERRARA MODENA;FERRARA;;;;;x;x;x;x;x;;VIA MODENA 103Q , FERRARA 44122 , FE
UN MONDO DI GIOIA SOC COOP SOCIALE;Sede op, CORONELLA;POGGIO RENATICO;;;;;x;x;x;x;x;;VIA CORONELLA 3 , POGGIO RENATICO 44028 , FE
UN MONDO DI GIOIA SOC COOP SOCIALE;Sede op, PONTELAGOSCURO;PONTELAGOSCURO;;;;;x;x;x;x;x;;VIA DEGLI AMANTI 34 , PONTELAGOSCURO 44123 , FE
UN MONDO DI GIOIA SOC COOP SOCIALE;Sede op, SPINAZZINO;SPINAZZINO;;;;;x;x;x;x;x;;VIA CEMBALLINA 191A , SPINAZZINO 44124 , FE
UN MONDO DI GIOIA SOC COOP SOCIALE;Sede op, POGGIO RENATICO;POGGIO RENATICO;;;;;x;x;x;x;x;;VIA FERRARA 21/21A , POGGIO RENATICO 44028 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;sede op, NIB - NUOVI ISTITUTI BIOLOGICI;FERRARA;;;;;x;x;x;x;x;;VIA LUIGI BORSARI 46 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;Sede op, NUOVO POLO DIDATTICO;FERRARA;;;;;x;x;x;x;x;;CONA , FERRARA 44124 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;Sede;;;;;;x;x;x;x;x;;
UNIVERSITA\' DEGLI STUDI DI FERRARA;sede op, PALAZZO ESTENSE TASSONI;FERRARA;;;;;x;x;x;x;x;;VIA DELLA GHIARA 36 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;sede op, DIPARTIMENTO DI ARCHITETTURA;FERRARA;;;;;x;x;x;x;x;;VIA QUARTIERI 8 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;sede op, PALAZZINA DACCO\';FERRARA;;;;;x;x;x;x;x;;VIA SARAGAT 4A , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;sede op, POLO SCIENTIFICO TECNOLOGICO;FERRARA;;;;;x;x;x;x;x;;VIA SARAGAT 1 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;sede op, PALAZZO TURCHI DI BAGNO;FERRARA;;;;;x;x;x;x;x;;CORSO PORTA MARE 2 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;Sede op, TEKNEHUB;FERRARA;;;;;x;x;x;x;x;;VIA SARAGAT 13 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;sede op, DIPARTIMENTO DI GIURISPRUDENZA - PALAZZO GIORDANI;FERRARA;;;;;x;x;x;x;x;;CORSO ERCOLE I D\'ESTE 44-46 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;Sede op, DIPARTIMENTO DI GIURISPRUDENZA - EX SCUDERIE;FERRARA;;;;;x;x;x;x;x;;CORSO ERCOLE I D\'ESTE 44/46 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;sede op, DIPARTIMENTO DI GIURISPRUDENZA - PALAZZO TROTTI MOSTI;FERRARA;;;;;x;x;x;x;x;;CORSO ERCOLE D\'ESTE 37 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;Sede op, EX MACELLO;FERRARA;;;;;x;x;x;x;x;;VIA FOSSATO DI MORTARA 64 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;Sede op, VIB - VECCHI ISTITUTI BIOLOGICI;FERRARA;;;;;x;x;x;x;x;;VIA FOSSATO DI MORTARA 64 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;Sede op, CUBO;FERRARA;;;;;x;x;x;x;x;;VIA FOSSATO DI MORTARA 64 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;Sede op, DIPARTIMENTO DI MATEMATICA;FERRARA;;;;;x;x;x;x;x;;VIA MACCHIAVELLI 30 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;Sede op, DIPARTIMENTO DI ECONOMIA - POLO DEGLI ADELARDI;FERRARA;;;;;x;x;x;x;x;;VIA DEGLI ADELARDI 33 , FERRARA 44121 , FE
UNIVERSITA\' DEGLI STUDI DI FERRARA;Sede op: DIPARTIMENTO ECONOMIA - PALAZZO BEVILACQUA COSTABILI;FERRARA;;;;;x;x;x;x;x;;VIA VOLTAPALETTO 11 , FERRARA 44121 , FE
V137 S,R,L,S,;Sede operativa - CAFFE\' VIENNA;FERRARA;;;;;x;x;x;x;x;x;VIA BOLOGNA 137 , FERRARA 44122 , FE
V137 S,R,L,S,;Sede legale;PORTO GARIBALDI;;;;;;x;x;;x;x;VIA NINO BONNET 19 , PORTO GARIBALDI 44029 , FE
VALENTE ORONZO;Sede legale;CODIGORO;;;;;x;x;x;x;x;x;VIA LENIN 95 , CODIGORO 44021 , FE
VANINI MARIA RITA;Sede;FERRARA;;;;;x;x;x;x;x;x;VIA DELLE SCIENZE 38 , FERRARA 44121 , FE
VASSALLI SRL;sede legale VENEZIANI 64;FERRARA;;;;;x;x;x;x;x;;VIA VENEZIANI 64 , FERRARA 44124 , FE
VASSALLI SRL;sede op, VENEZIANI 97;FERRARA;;;;;x;x;x;x;x;;VIA VENEZIANI 97 , FERRARA 44124 , FE
VEGA SRL;Sede;MIRABELLO;;;;;x;x;x;x;x;;C,SO ITALIA 644 , MIRABELLO 44043 , FE
VERLATO JOHN JOHN & C, S,n,c,;Sede;FERRARA;;;;;x;x;x;x;x;;VIA MAZZINI 87/89 , FERRARA 44121 , FE
VERONESI FABIOLA;Sede op, RISTORANTE IL VERONESI;TAMARA;;;;;x;x;x;x;x;;VIA SALETTA 10 , TAMARA 44034 , FE
VETRORESINA SPA;sede legale;MASI SAN GIACOMO;;;;;x;x;x;x;x;;VIA PORTUENSE 10 , MASI SAN GIACOMO 44020 , FE
VETRORESINA SPA;sede op, AMBULATORIO ARCHIVIO;MASI SAN GIACOMO;;;;;x;x;x;x;x;;VIA PORTUENSE , MASI SAN GIACOMO 44020 , FE
VETRORESINA SPA;sede op, QUARTIERE;QUARTIERE;;;;;x;x;x;x;x;;VIA PRAFITTA BERTOLINA 4/A , QUARTIERE 44015 , FE
VILLA BELFIORE S,R,L,;sede legale;OSTELLATO;;;;;x;x;x;x;x;x;VIA PIOPPA 27 , OSTELLATO 44020 , FE
VILLA FENICE SRLS- GESTIONI CASE DI RIPOSO;sede op, BONDENO VIA DELLA REPUBBLICA;BONDENO;;;;;x;x;x;x;x;;VIA DELLA REPUBBLICA, 31 , BONDENO 44012 , BONDENO
VIVAI F,LLI ZANZI DI CARLO ZANZI & C, S,S, SOCIETA\' AGRICOLA;SEDE OP, MASSENZATICA;MASSENZATICA;;;;;x;x;x;x;x;;VIA DOSSO ALTO 10 , MASSENZATICA
VIVAI F,LLI ZANZI DI CARLO ZANZI & C, S,S, SOCIETA\' AGRICOLA;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;;VIA DEL GORGO, 137 , FERRARA 44121 , FE
VOLPI LINA;sede legale;TAMARA;;;;;x;x;x;x;x;x;VIA RIVIERA 13 , TAMARA 44034 , FE
VORTEX HYDRA SRL;sede legale;FOSSALTA DI COPPARO;;;;;x;x;x;x;x;;VIA ARGINE VOLANO 355 , FOSSALTA DI COPPARO 44034 , FE
VORTEX HYDRA SRL;sede op, COLOGNA;COLOGNA - BASSO FERRARESE 3;;;;;x;x;x;x;x;;VIA PONTE PICCHIO 3 , COLOGNA - BASSO FERRARESE 3
WATER CARE FILTERS SRL;SEDE LEGALE;MIGLIARINO-FISCAGLIA;;;;;x;x;x;x;x;;VIA LIDI FERRARESI 22/A-B , MIGLIARINO-FISCAGLIA 44027 , FE
YARA ITALIA SPA;sede op, PIAZZALE DONEGANI;FERRARA;;;;;x;x;x;x;x;;PIAZZALE DONEGANI 12 , FERRARA 44122 , FE
ZAGHI REMO E DINO S,S,;sede legale;RAVALLE;;;;;x;x;x;x;x;;VIA MONTINA 38 , RAVALLE 44123 , FE
ZAMBONI CHIARA;Sede;VIGARANO MAINARDA;;;;;x;x;x;x;x;x;VIA FONDO RENO 68/I - INT, 2 , VIGARANO MAINARDA 44049 , FE
ZAPPETTIFICIO FACCHINI S,R,L, UNIPERSONALE;Sede legale;LAVEZZOLA DI CONSELICE;;;;;x;x;x;x;x;;VIA DELL\'INDUSTRIA 12 , LAVEZZOLA DI CONSELICE 48017 , RA
ZAROTTI MARIA ELENA;SEDE LEGALE;FE;;;;;x;x;x;x;x;x;VIA G, STEFANI, 76 , FE 44124 , FERRARA
ZF AUTOMOTIVE ITALIA SRL;sede op, S,GIOVANNI OSTELLATO;SAN GIOVANNI D\'OSTELLATO;;;;;x;x;x;x;x;;VIA M,BUONARROTI 2 , SAN GIOVANNI D\'OSTELLATO 44020 , FE
ZUCCHETTA ELISA;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA MASCHERAIO 33 , FERRARA 44121 , FE
CONDOMINIO BELVEDERE;sede legale ;FERRARA;8;9;;;;x;;;x;;VIALE IV NOVEMBRE 74-82/VIA DARSENA 148/B-148/F
SELECTA SPA; sede legale ;OCCHIOBELLO;15,15;16,15;;;x;x;x;x;x;; VIA DEL SAPERE 1 , OCCHIOBELLO 45030 , RO
"CONDOMINIO IL CUBO
";" sede legale 
";" FERRARA
";;;;;x;;;;;;" VIA DE MARCHI 1/3 , FERRARA 44124 , FE
"
